id,host_id,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,host_verifications_phone,host_verifications_offline_government_id,host_verifications_identity_manual,host_verifications_reviews,host_verifications_email,host_verifications_selfie,host_verifications_jumio,host_verifications_government_id,amenities_Coffee_maker,amenities_Free_street_parking,amenities_Extra_pillows_and_blankets,amenities_Washer,amenities_Shampoo,amenities_Dryer,amenities_Hot_water,amenities_Kitchen,amenities_Carbon_monoxide_alarm,amenities_Air_conditioning,amenities_Dedicated_workspace,amenities_Wifi,amenities_First_aid_kit,amenities_Microwave,amenities_Bathtub,amenities_TV,amenities_Essentials,amenities_Free_parking_on_premises,amenities_Cooking_basics,amenities_Private_entrance,amenities_Hair_dryer,amenities_Oven,amenities_Dishes_and_silverware,amenities_Smoke_alarm,amenities_Refrigerator,amenities_Iron,amenities_Heating,amenities_Long_term_stays_allowed,amenities_Bed_linens,amenities_Stove,amenities_Dishwasher,amenities_Hangers,amenities_Fire_extinguisher,bathrooms_type,distance_to_CBD,host_in_same_neighbourhood,host_year,description_words_count,occu_rate_oct,occu_rate_nov,occu_rate_dec,occu_rate_jan,occu_rate_feb,occu_rate_mar,occu_rate_apr,occu_rate_may,occu_rate_jun,occu_rate_jul,occu_rate_aug,occu_rate_sep,Q1,Q2,Q3,Q4
312192,1505878,None,0,0,0,2,0,Bridgeport,Entire rental unit,Entire home/apt,6,1,2,3,146,4,120,4,4,1125,1125,4,1125,0,0,0,0,0,2021/10/18,39,0,0,30_days,4.74,4.72,4.82,4.95,4.97,4.64,4.85,1,2,2,0,0,0.54,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,private,5.6644,1,10,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
345075,1746524,None,0,0,0,2,0,Kenwood,Private room in condominium (condo),Private room,2,1,1,1,91,2,8,2,2,8,8,2,8,0,17,46,66,337,2021/10/19,242,10,3,30_days,4.96,4.95,4.97,4.95,4.97,4.87,4.89,1,1,0,1,0,2.76,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,private,8.1015,1,9,1000,0.129032258,0.333333333,0.032258065,0.290322581,0,0,0,0,0.133333333,0,0,0,0.164874552,0.096774194,0.044444444,0
350347,845242,within an hour,1,0.98,0,2,0,Lake View,Entire loft,Entire home/apt,4,1,2,2,169,3,14,2,3,14,14,2.8,14,0,3,12,28,257,2021/10/18,591,85,8,30_days,4.9,4.92,4.89,4.89,4.92,4.92,4.85,1,1,1,0,0,5.42,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,private,7.1292,0,10,1000,0.35483871,0.833333333,0.806451613,0.032258065,0,0,0.2,0.612903226,0.133333333,0.290322581,0.258064516,0,0.664874552,0.010752688,0.315412186,0.182795699
372929,1876597,within an hour,1,0.87,0,3,0,West Town,Entire residential home,Entire home/apt,12,1,3,5,266,2,1125,2,5,1125,1125,2.2,1125,0,21,45,75,350,2021/10/18,231,16,4,30_days,4.84,4.86,4.74,4.92,4.94,4.72,4.77,1,2,2,0,0,3.15,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,private,2.5278,0,9,1000,0.290322581,0.2,0,0,0,0,0,0,0,0,0,0,0.16344086,0,0,0
404792,1844352,within a few hours,0.9,0.86,0,3,0,West Town,Entire rental unit,Entire home/apt,3,1,2,3,126,5,365,2,5,365,365,4.9,365,0,5,24,54,129,2021/10/18,195,6,0,30_days,4.55,4.57,4.41,4.89,4.88,4.66,4.45,1,1,1,0,0,1.73,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,private,2.5489,0,9,1000,0.838709677,0.9,0,0,0,0,1,1,1,1,1,1,0.579569892,0,1,1
450648,2204693,None,0,0,0,1,0,Loop,Private room in condominium (condo),Private room,2,1,1,1,119,3,1125,3,3,1125,1125,3,1125,0,0,0,0,0,2021/10/18,38,0,0,30_days,4.72,4.31,4.83,4.79,4.83,4.93,4.66,1,1,0,1,0,0.49,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,private,1.2303,0,9,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
464581,2308792,None,0,0.6,0,2,0,Logan Square,Entire rental unit,Entire home/apt,4,1,1,2,48,2,360,2,2,360,360,2,360,0,0,0,0,0,2021/10/18,644,9,0,30_days,4.81,4.87,4.8,4.91,4.91,4.81,4.82,1,1,1,0,0,6.26,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,private,6.3313,1,9,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
484898,2400107,None,0,0,0,1,0,Uptown,Entire residential home,Entire home/apt,6,1,3,3,232,7,30,7,7,30,30,7,30,0,23,53,83,358,2021/10/18,14,0,0,30_days,4.77,5,4.77,4.92,4.83,4.92,4.83,1,1,1,0,0,0.22,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,private,10.4475,1,9,899,0.225806452,0,0,0,0,0,0,0,0,0,0,0,0.075268817,0,0,0
507517,2501182,within an hour,1,1,0,1,0,Lincoln Square,Entire guest suite,Entire home/apt,4,1,1,1,98,2,45,2,4,14,1125,2,1122.5,0,16,41,61,150,2021/10/19,321,32,7,30_days,4.91,4.94,4.95,4.98,4.98,4.94,4.9,1,1,1,0,0,3.56,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,private,10.467,1,9,1000,0.806451613,0.366666667,0.35483871,0,0,0,0.5,1,1,1,1,1,0.509318996,0,0.833333333,1
542067,2273840,within an hour,1,1,0,1,0,Logan Square,Entire rental unit,Entire home/apt,3,1,2,3,174,3,31,3,3,1125,1125,3,1125,0,0,28,58,333,2021/10/18,268,8,4,30_days,4.87,4.95,4.92,4.93,4.95,4.82,4.83,1,1,1,0,0,2.61,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,private,7.0297,1,9,1000,0.451612903,0.6,0,0,0,0,0,0,0,0,0,0,0.350537634,0,0,0
548905,2698691,within a few hours,1,1,0,2,0,Grand Boulevard,Entire townhouse,Entire home/apt,3,1,1,2,91,3,32,3,3,1125,1125,3,1125,0,21,46,72,347,2021/10/19,237,10,1,30_days,4.84,4.91,4.88,4.91,4.93,4.42,4.79,1,2,2,0,0,2.34,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,private,6.1895,0,9,1000,0.225806452,0.233333333,0.096774194,0.032258065,0,0,0,0,0,0,0,0,0.185304659,0.010752688,0,0
584590,2880338,within a few hours,1,0.76,0,2,0,Lincoln Square,Private room in rental unit,Private room,2,1,1,1,75,3,50,3,5,50,50,3.3,50,0,30,60,90,179,2021/10/19,49,5,2,30_days,4.55,4.6,4.3,4.65,4.63,4.65,4.45,1,2,0,2,0,0.88,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,shared,10.0837,1,9,1000,0.580645161,0,0,0,0,0,0.5,1,1,1,1,1,0.193548387,0,0.833333333,1
585353,2885441,within a few hours,0.9,0.68,0,6,0,West Town,Private room in rental unit,Private room,4,1,1,3,76,2,120,2,2,120,120,2,120,0,25,55,85,360,2021/10/18,133,6,3,30_days,4.46,4.33,4.28,4.84,4.92,4.65,4.39,1,5,0,5,0,2.44,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,shared,2.1544,1,9,1000,0.161290323,0,0,0,0,0,0,0,0,0,0,0,0.053763441,0,0,0
585356,2885441,within a few hours,0.9,0.68,0,6,0,West Town,Private room in rental unit,Private room,4,1,1,2,78,1,80,2,2,80,80,2,80,0,16,46,76,351,2021/10/18,143,0,0,30_days,4.5,4.59,4.13,4.83,4.88,4.68,4.4,1,5,0,5,0,3.53,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,shared,2.1777,1,9,1000,0.451612903,0,0,0,0,0,0,0,0,0,0,0,0.150537634,0,0,0
611839,3034693,None,0,0,0,1,0,North Center,Private room in condominium (condo),Private room,1,1,1,1,43,7,60,7,7,1125,1125,7,1125,0,0,0,0,0,2021/10/18,161,0,0,30_days,4.84,4.82,4.94,4.93,4.95,4.81,4.9,1,1,0,1,0,1.88,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,private,6.6563,1,9,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
628149,2885441,within a few hours,0.9,0.68,0,6,0,West Town,Private room in rental unit,Private room,2,1,1,1,59,1,125,7,7,125,125,7,125,0,28,58,88,363,2021/10/18,98,2,0,30_days,4.54,4.36,4.36,4.87,4.92,4.74,4.47,1,5,0,5,0,1.52,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,shared,2.3488,1,9,1000,0.064516129,0,0,0,0,0,0,0,0,0,0,0,0.021505376,0,0,0
634310,2915265,within a few hours,1,0.33,0,2,0,Edgewater,Private room in condominium (condo),Private room,2,1,1,1,70,2,14,2,2,14,14,2,14,0,0,0,16,291,2021/10/19,87,5,0,30_days,4.89,4.92,4.87,4.94,4.95,4.93,4.9,1,2,0,2,0,1.04,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,shared,13.3226,1,9,1000,0.419354839,1,1,0,0,0,0,0,0,0,0,0,0.806451613,0,0,0
640841,3200044,None,0,0,0,2,0,Lake View,Entire condominium (condo),Entire home/apt,4,1,2,2,250,7,14,7,7,1125,1125,7,1125,0,18,22,22,22,2021/10/18,57,4,0,30_days,5,5,5,4.98,4.98,4.95,4.86,1,1,1,0,0,1.43,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,private,7.5077,0,9,1000,0.935483871,0.333333333,1,1,1,1,1,1,1,1,1,1,0.756272401,1,1,1
642065,81779,within an hour,1,0.91,0,11,0,West Town,Private room in bed and breakfast,Private room,4,1,3,4,935,2,365,1,1,365,365,1,365,0,0,0,0,0,2021/10/18,40,0,0,30_days,4.82,4.95,4.87,5,4.97,5,4.71,1,10,0,1,0,0.77,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,private,4.0647,0,11,918,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
651742,2824576,within a few hours,0.9,0.81,0,2,0,Forest Glen,Private room in residential home,Private room,2,1,1,1,65,3,180,3,3,180,180,3,180,0,11,11,41,316,2021/10/19,73,6,3,30_days,4.94,4.99,4.93,4.9,4.92,4.78,4.92,1,2,0,2,0,0.71,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,shared,14.1966,0,9,1000,0.419354839,0.633333333,0.548387097,0,0,0,0,0,0,0,0,0,0.533691756,0,0,0
662034,2824576,within a few hours,0.9,0.81,0,2,0,Forest Glen,Private room in residential home,Private room,2,1,1,1,60,3,180,3,3,180,180,3,180,0,18,19,49,324,2021/10/19,73,7,3,30_days,4.92,4.94,4.97,4.96,4.93,4.76,4.88,1,2,0,2,0,73,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,shared,14.4142,0,9,1000,0.225806452,0.6,0.516129032,0,0,0,0,0,0,0,0,0,0.447311828,0,0,0
681842,3472696,within a day,0.89,0.29,0,1,0,West Ridge,Private room in condominium (condo),Private room,1,1,1,1,50,3,20,3,3,20,20,3,20,0,0,0,16,291,2021/10/19,28,2,0,30_days,4.89,4.96,4.93,4.93,5,4.54,4.71,1,1,0,1,0,0.33,1,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,private,13.133,1,9,1000,0.419354839,1,1,0,0,0,0,0,0,0,0,0,0.806451613,0,0,0
697634,3574415,None,0,0.91,0,2,0,Near North Side,Entire rental unit,Entire home/apt,4,1,2,2,85,30,1125,30,30,1125,1125,30,1125,0,0,0,1,276,2021/10/18,154,5,1,30_days,4.86,4.92,4.9,4.98,4.99,4.9,4.89,1,2,2,0,0,1.54,1,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,private,2.9282,0,9,1000,0.451612903,1,1,0.451612903,0,0,0,0,0,0,0,0,0.817204301,0.150537634,0,0
724895,2885441,within a few hours,0.9,0.68,0,6,0,West Town,Private room in rental unit,Private room,2,1,1,1,62,2,120,7,7,120,120,7,120,0,25,55,85,345,2021/10/18,134,3,1,30_days,4.38,4.57,4.11,4.86,4.92,4.68,4.43,1,5,0,5,0,2.48,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,shared,2.2472,1,9,1000,0.161290323,0,0,0,0,0.483870968,0,0,0,0,0,0,0.053763441,0.161290323,0,0
726376,2658212,within an hour,1,0.8,0,4,0,Lake View,Entire rental unit,Entire home/apt,2,1,1,1,109,2,65,2,3,65,65,2.4,65,0,14,44,61,61,2021/10/18,654,31,3,30_days,4.69,4.72,4.64,4.88,4.88,4.89,4.68,1,4,4,0,0,6.6,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,private,6.878,0,9,928,0.870967742,0.2,0,0.935483871,1,1,1,1,1,1,1,1,0.356989247,0.978494624,1,1
727847,62150,within a day,0.8,0.53,0,3,0,Logan Square,Private room in rental unit,Private room,2,1,2,1,70,2,365,2,2,365,365,2,365,0,27,57,87,362,2021/10/19,73,0,0,30_days,4.26,4.04,4.14,4.48,4.58,4.72,4.17,1,3,1,2,0,0.95,1,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,private,6.4055,1,12,1000,0.096774194,0,0,0,0,0,0,0,0,0,0,0,0.032258065,0,0,0
731232,3804977,None,0,0,0,0,0,Logan Square,Entire rental unit,Entire home/apt,5,1,3,4,141,2,365,2,2,365,365,2,365,0,17,41,71,346,2021/10/18,136,2,0,30_days,4.86,4.89,4.84,4.84,4.84,4.89,4.77,1,1,1,0,0,1.56,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,private,6.4657,1,9,1000,0.258064516,0.366666667,0,0,0,0,0,0,0,0,0,0,0.208243728,0,0,0
739495,3867687,within a few hours,0.6,0.89,0,1,0,Lincoln Square,Entire rental unit,Entire home/apt,4,1,2,2,115,7,1125,6,7,30,1125,6.9,1013.5,0,30,30,43,222,2021/10/19,190,4,1,30_days,4.86,4.94,4.87,4.89,4.89,4.79,4.89,1,1,1,0,0,2.51,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,private,11.2598,1,9,1000,0.580645161,0.433333333,1,0.096774194,0,0,0,0,0,0.548387097,1,1,0.671326165,0.032258065,0,0.849462366
753809,3965428,within an hour,1,0.51,0,96,0,Loop,Entire rental unit,Entire home/apt,3,1,1,1,130,31,1122,31,31,1122,1122,31,1122,0,12,42,72,347,2021/10/19,13,0,0,30_days,4.7,4.82,3.91,4.91,4.91,4.82,4.45,1,88,88,0,0,0.15,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,private,1.1867,1,9,567,0.419354839,0.166666667,0,0,0,0,0,0,0,0,0,0,0.195340502,0,0,0
755701,3920450,within an hour,1,0.96,0,4,0,Logan Square,Entire rental unit,Entire home/apt,4,1,3,6,88,32,1125,32,32,1125,1125,32,1125,0,5,5,17,292,2021/10/19,23,3,0,30_days,4.78,4.89,4.85,4.95,4.95,4.53,4.75,1,4,4,0,0,0.23,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,private,7.5882,1,9,1000,0.387096774,0.866666667,1,0.129032258,0,0,0,0,0,0,0,0,0.75125448,0.043010753,0,0
773127,4009750,within a few hours,1,1,0,4,0,North Center,Private room in residential home,Private room,2,1,1,2,78,2,14,2,2,14,14,2,14,0,0,0,0,0,2021/10/18,128,0,0,30_days,4.82,4.85,4.85,4.9,4.91,4.79,4.79,1,2,1,1,0,1.25,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,shared,8.2769,1,9,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
789429,1185573,within an hour,1,1,0,3,0,Uptown,Private room in condominium (condo),Private room,2,1,1,1,49,180,365,180,180,365,365,180,365,0,30,60,90,365,2021/10/18,0,0,0,None,0,0,0,0,0,0,0,1,3,1,2,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,private,9.4761,1,10,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790016,1185573,within an hour,1,1,0,3,0,Uptown,Entire condominium (condo),Entire home/apt,4,1,3,3,150,180,365,180,180,365,365,180,365,0,30,60,90,365,2021/10/18,16,0,0,30_days,4.77,4.73,4.8,5,5,4.53,4.73,1,3,1,2,0,0.15,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,private,9.5009,1,10,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790934,2907254,within an hour,1,0.91,0,16,0,West Ridge,Shared room in rental unit,Shared room,2,1,1,1,117,1,900,2,2,1125,1125,2,1125,0,30,60,90,179,2021/10/19,139,0,0,30_days,4.66,4.61,4.38,4.76,4.82,4.44,4.68,1,17,1,4,12,1.8,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,shared,15.6555,1,9,1000,0.580645161,0,0,0,0,0,0.5,1,1,1,1,1,0.193548387,0,0.833333333,1
802613,1500490,within a day,1,0,0,2,0,Logan Square,Entire residential home,Entire home/apt,4,1,1,1,204,1,1125,2,2,1125,1125,2,1125,0,16,46,76,351,2021/10/18,56,0,0,30_days,4.71,4.76,4.67,4.87,4.93,4.38,4.56,1,2,2,0,0,0.54,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,private,5.5807,0,10,835,0.451612903,0,0,0,0,0,0,0,0,0,0,0,0.150537634,0,0,0
841024,1254363,within a day,0.8,0.23,0,3,0,Lake View,Entire rental unit,Entire home/apt,6,1,2,2,239,32,1125,32,32,1125,1125,32,1125,0,0,0,21,296,2021/10/18,15,0,0,30_days,4.23,4.15,4.15,4.54,4.15,4.92,4,1,3,3,0,0,0.19,1,0,0,1,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,private,7.362,0,10,775,0.451612903,1,0.806451613,0,0,0,0,0,0,0,0,0,0.752688172,0,0,0
863120,4525503,within an hour,1,0.9,0,1,0,Lincoln Park,Private room in condominium (condo),Private room,2,1,3,1,85,2,1125,2,2,1125,1125,2,1125,0,21,23,33,212,2021/10/19,100,2,2,30_days,4.94,4.93,4.94,4.95,4.95,4.94,4.88,1,1,0,1,0,1.14,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,private,5.1829,1,9,1000,0.741935484,0.5,1,0.193548387,0,0,0,0,0,0.548387097,1,1,0.747311828,0.064516129,0,0.849462366
887038,101521,within a few hours,1,0.81,0,8,0,Lincoln Park,Entire rental unit,Entire home/apt,4,1,2,1,153,32,300,32,32,1125,1125,32,1125,0,16,46,76,351,2021/10/19,38,2,1,30_days,4.22,4.5,4.42,4.53,4.31,4.89,4.25,1,4,4,0,0,0.44,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,1,0,private,5.473,1,11,1000,0.419354839,0.033333333,0,0,0,0,0,0,0,0,0,0,0.150896057,0,0,0
887357,101521,within a few hours,1,0.81,0,8,0,Lincoln Park,Entire rental unit,Entire home/apt,5,1,2,0,184,32,360,32,32,360,360,32,360,0,0,0,0,0,2021/10/18,0,0,0,None,0,0,0,0,0,0,0,1,4,4,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,private,6.132,1,11,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
903996,4019426,None,0,0,0,1,0,Logan Square,Private room in residential home,Private room,2,1,1,1,110,2,1125,2,2,1125,1125,2,1125,0,1,1,1,80,2021/10/19,145,0,0,30_days,4.99,4.98,4.99,4.99,4.99,4.94,4.89,1,1,0,1,0,1.43,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,1,private,7.0358,1,9,1000,0.387096774,1,1,1,1,1,1,1,1,1,0,0,0.795698925,1,1,0.333333333
929914,5007980,within an hour,1,0.93,0,1,0,Lincoln Park,Entire rental unit,Entire home/apt,2,1,1,1,118,2,28,2,3,28,28,2.3,28,0,10,28,41,218,2021/10/18,356,42,5,30_days,4.92,4.93,4.87,4.98,4.97,4.97,4.9,1,1,1,0,0,3.53,1,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,private,3.8278,0,8,1000,0.870967742,0.533333333,0.612903226,0.129032258,0,0,0,0,0.1,0.548387097,1,1,0.672401434,0.043010753,0.033333333,0.849462366
931105,5015135,None,0,0,0,1,0,East Garfield Park,Private room in residential home,Private room,2,1,1,1,101,3,1125,3,3,1125,1125,3,1125,0,16,46,76,351,2021/10/18,23,0,0,30_days,4.91,4.82,4.86,5,4.95,4.32,4.77,1,1,0,1,0,0.25,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,shared,3.9172,0,8,1000,0.451612903,0,0,0,0,0,0,0,0,0,0,0,0.150537634,0,0,0
949514,5148353,None,0,0,0,1,0,West Town,Private room in condominium (condo),Private room,2,1,1,0,50,3,60,3,3,60,60,3,60,0,0,0,0,0,2021/10/18,133,0,0,30_days,4.84,4.95,4.86,4.87,4.92,4.86,4.8,1,1,0,1,0,1.51,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,private,3.6695,0,8,1000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
960326,5228189,within an hour,1,0.93,0,25,0,West Town,Entire rental unit,Entire home/apt,6,1,3,3,227,1,1125,2,4,1125,1125,3.5,1125,0,15,40,70,345,2021/10/18,322,42,2,30_days,4.94,4.96,4.98,4.99,5,4.81,4.85,1,18,16,2,0,4.27,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,private,2.4889,0,8,610,0.193548387,0.466666667,0,0,0,0,0,0,0,0,0,0,0.220071685,0,0,0
979841,5076708,within an hour,1,0.92,0,4,0,Rogers Park,Private room in residential home,Private room,2,1,1,1,89,2,90,2,2,90,90,2,90,0,25,51,81,356,2021/10/19,227,20,3,30_days,4.97,4.97,4.97,4.98,4.97,4.94,4.97,1,4,1,3,0,2.67,1,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,shared,14.3388,1,8,1000,0,0.3,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
979926,5076708,within an hour,1,0.92,0,4,0,Rogers Park,Private room in residential home,Private room,2,1,1,1,79,2,90,2,2,90,90,2,90,0,24,54,84,359,2021/10/19,263,23,5,30_days,4.97,4.98,4.98,4.99,4.99,4.84,4.92,1,4,1,3,0,2.57,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,shared,14.2161,1,8,1000,0.129032258,0.066666667,0,0,0,0,0,0,0,0,0,0,0.065232975,0,0,0
